movieId,title,genres,avg_rating,rating_count,tmdbId,all_tags,content_text
92,Mary Reilly (1996),Drama|Horror|Thriller,2.625,8.0,9095.0,jekyll and hyde,dramahorrorthriller mary reilly jekyll and hyde
93,Vampire in Brooklyn (1995),Comedy|Horror|Romance,2.8333333333333335,9.0,12158.0,,comedyhorrorromance vampire in brooklyn
94,Beautiful Girls (1996),Comedy|Drama|Romance,3.95,10.0,9283.0,,comedydramaromance beautiful girls
95,Broken Arrow (1996),Action|Adventure|Thriller,3.0238095238095237,84.0,9208.0,,actionadventurethriller broken arrow
96,In the Bleak Midwinter (1995),Comedy|Drama,3.5,1.0,40154.0,theater,comedydrama in the bleak midwinter theater
97,"Hate (Haine, La) (1995)",Crime|Drama,3.9,10.0,406.0,,"crimedrama hate (haine, la)"
99,Heidi Fleiss: Hollywood Madam (1995),Documentary,5.0,2.0,63076.0,,documentary heidi fleiss: hollywood madam
100,City Hall (1996),Drama|Thriller,2.7857142857142856,14.0,11062.0,,dramathriller city hall
101,Bottle Rocket (1996),Adventure|Comedy|Crime|Romance,3.782608695652174,23.0,13685.0,crime off-beat comedy quirky,adventurecomedycrimeromance bottle rocket crime off-beat comedy quirky
102,Mr. Wrong (1996),Comedy,2.4,5.0,47475.0,,comedy mr. wrong
103,Unforgettable (1996),Mystery|Sci-Fi|Thriller,3.0,3.0,2045.0,,mysterysci-fithriller unforgettable
104,Happy Gilmore (1996),Comedy,3.4393939393939394,99.0,9614.0,test tag golf adam sandler,comedy happy gilmore test tag golf adam sandler
105,"Bridges of Madison County, The (1995)",Drama|Romance,3.282608695652174,23.0,688.0,,"dramaromance bridges of madison county, the"
106,Nobody Loves Me (Keiner liebt mich) (1994),Comedy|Drama,4.0,1.0,11907.0,,comedydrama nobody loves me (keiner liebt mich)
107,Muppet Treasure Island (1996),Adventure|Children|Comedy|Musical,3.326923076923077,26.0,10874.0,muppets,adventurechildrencomedymusical muppet treasure island muppets
108,Catwalk (1996),Documentary,4.0,1.0,89333.0,,documentary catwalk
110,Braveheart (1995),Action|Drama|War,4.031645569620253,237.0,197.0,beautiful scenery epic historical inspirational medieval mel gibson oscar (best cinematography) revenge sword fight scotland,actiondramawar braveheart beautiful scenery epic historical inspirational medieval mel gibson oscar (best cinematography) revenge sword fight scotland
111,Taxi Driver (1976),Crime|Drama|Thriller,4.105769230769231,104.0,103.0,assassination,crimedramathriller taxi driver assassination
112,Rumble in the Bronx (Hont faan kui) (1995),Action|Adventure|Comedy|Crime,3.5434782608695654,46.0,33542.0,,actionadventurecomedycrime rumble in the bronx (hont faan kui)
113,Before and After (1996),Drama|Mystery,3.3333333333333335,3.0,43566.0,,dramamystery before and after
116,Anne Frank Remembered (1995),Documentary,3.9,5.0,51352.0,holocaust,documentary anne frank remembered holocaust
117,"Young Poisoner's Handbook, The (1995)",Crime|Drama,3.0,1.0,16934.0,,"crimedrama young poisoner's handbook, the"
118,If Lucy Fell (1996),Comedy|Romance,2.5,2.0,10324.0,,comedyromance if lucy fell
119,"Steal Big, Steal Little (1995)",Comedy,3.0,2.0,78406.0,,"comedy steal big, steal little"
121,"Boys of St. Vincent, The (1992)",Drama,4.0,2.0,32119.0,,"drama boys of st. vincent, the"
122,Boomerang (1992),Comedy|Romance,2.65625,16.0,11066.0,dating,comedyromance boomerang dating
123,Chungking Express (Chung Hing sam lam) (1994),Drama|Mystery|Romance,4.375,4.0,11104.0,,dramamysteryromance chungking express (chung hing sam lam)
125,Flirting With Disaster (1996),Comedy,3.5833333333333335,12.0,2074.0,,comedy flirting with disaster
126,"NeverEnding Story III, The (1994)",Adventure|Children|Fantasy,2.0,7.0,27793.0,,"adventurechildrenfantasy neverending story iii, the"
128,Jupiter's Wife (1994),Documentary,3.0,1.0,290157.0,,documentary jupiter's wife
129,Pie in the Sky (1996),Comedy|Romance,2.0,1.0,110972.0,,comedyromance pie in the sky
132,Jade (1995),Thriller,2.8333333333333335,6.0,11863.0,,thriller jade
135,Down Periscope (1996),Comedy,2.9516129032258065,31.0,9101.0,,comedy down periscope
137,Man of the Year (1995),Documentary,3.0,1.0,5757.0,,documentary man of the year
140,Up Close and Personal (1996),Drama|Romance,3.5,16.0,9302.0,journalism,dramaromance up close and personal journalism
141,"Birdcage, The (1996)",Comedy,3.494186046511628,86.0,11000.0,,"comedy birdcage, the"
144,"Brothers McMullen, The (1995)",Comedy,3.3333333333333335,12.0,16388.0,,"comedy brothers mcmullen, the"
145,Bad Boys (1995),Action|Comedy|Crime|Drama|Thriller,3.2450980392156863,51.0,9737.0,,actioncomedycrimedramathriller bad boys
146,"Amazing Panda Adventure, The (1995)",Adventure|Children,3.3333333333333335,3.0,30765.0,,"adventurechildren amazing panda adventure, the"
147,"Basketball Diaries, The (1995)",Drama,3.466666666666667,15.0,10474.0,addiction heroin leonardo dicaprio mark wahlberg,"drama basketball diaries, the addiction heroin leonardo dicaprio mark wahlberg"
148,"Awfully Big Adventure, An (1995)",Drama,5.0,1.0,22279.0,,"drama awfully big adventure, an"
149,Amateur (1994),Crime|Drama|Thriller,2.0,1.0,30157.0,,crimedramathriller amateur
150,Apollo 13 (1995),Adventure|Drama|IMAX,3.845771144278607,201.0,568.0,moon nasa space,adventuredramaimax apollo 13 moon nasa space
151,Rob Roy (1995),Action|Drama|Romance|War,3.5454545454545454,44.0,11780.0,,actiondramaromancewar rob roy
152,"Addiction, The (1995)",Drama|Horror,1.5,2.0,34996.0,,"dramahorror addiction, the"
153,Batman Forever (1995),Action|Adventure|Comedy|Crime,2.9160583941605838,137.0,414.0,superhero,actionadventurecomedycrime batman forever superhero
154,Beauty of the Day (Belle de jour) (1967),Drama,3.875,12.0,649.0,,drama beauty of the day (belle de jour)
155,Beyond Rangoon (1995),Adventure|Drama|War,2.4166666666666665,6.0,1873.0,,adventuredramawar beyond rangoon
156,Blue in the Face (1995),Comedy|Drama,3.3333333333333335,3.0,5894.0,,comedydrama blue in the face
157,Canadian Bacon (1995),Comedy|War,2.8636363636363638,11.0,1775.0,,comedywar canadian bacon
158,Casper (1995),Adventure|Children,2.806451612903226,62.0,8839.0,,adventurechildren casper
159,Clockers (1995),Crime|Drama|Mystery,2.892857142857143,14.0,20649.0,,crimedramamystery clockers
160,Congo (1995),Action|Adventure|Mystery|Sci-Fi,2.8771929824561404,57.0,10329.0,michael crichton,actionadventuremysterysci-fi congo michael crichton
161,Crimson Tide (1995),Drama|Thriller|War,3.6359223300970873,103.0,8963.0,submarine,dramathrillerwar crimson tide submarine
162,Crumb (1994),Documentary,4.205882352941177,17.0,26564.0,in netflix queue,documentary crumb in netflix queue
163,Desperado (1995),Action|Romance|Western,3.5606060606060606,66.0,8068.0,,actionromancewestern desperado
164,Devil in a Blue Dress (1995),Crime|Film-Noir|Mystery|Thriller,3.3214285714285716,14.0,8512.0,,crimefilm-noirmysterythriller devil in a blue dress
165,Die Hard: With a Vengeance (1995),Action|Crime|Thriller,3.5555555555555554,144.0,1572.0,,actioncrimethriller die hard: with a vengeance
166,"Doom Generation, The (1995)",Comedy|Crime|Drama,2.8333333333333335,3.0,13552.0,,"comedycrimedrama doom generation, the"
168,First Knight (1995),Action|Drama|Romance,3.0833333333333335,54.0,6520.0,,actiondramaromance first knight
169,Free Willy 2: The Adventure Home (1995),Adventure|Children|Drama,2.4,10.0,9073.0,,adventurechildrendrama free willy 2: the adventure home
170,Hackers (1995),Action|Adventure|Crime|Thriller,3.2285714285714286,35.0,10428.0,,actionadventurecrimethriller hackers
171,Jeffrey (1995),Comedy|Drama,3.8333333333333335,6.0,17447.0,,comedydrama jeffrey
172,Johnny Mnemonic (1995),Action|Sci-Fi|Thriller,2.6792452830188678,53.0,9886.0,,actionsci-fithriller johnny mnemonic
173,Judge Dredd (1995),Action|Crime|Sci-Fi,2.6693548387096775,62.0,9482.0,,actioncrimesci-fi judge dredd
174,Jury Duty (1995),Comedy,2.7,10.0,19326.0,,comedy jury duty
175,Kids (1995),Drama,3.975,20.0,9344.0,controversial new york city nudity (full frontal),drama kids controversial new york city nudity (full frontal)
176,Living in Oblivion (1995),Comedy,4.3076923076923075,13.0,9071.0,,comedy living in oblivion
177,Lord of Illusions (1995),Horror,2.75,8.0,8973.0,,horror lord of illusions
178,Love & Human Remains (1993),Comedy|Drama,1.0,1.0,15730.0,,comedydrama love & human remains
179,Mad Love (1995),Drama|Romance,1.5,2.0,47608.0,,dramaromance mad love
180,Mallrats (1995),Comedy|Romance,3.4027777777777777,36.0,2293.0,,comedyromance mallrats
181,Mighty Morphin Power Rangers: The Movie (1995),Action|Children,2.264705882352941,17.0,9070.0,,actionchildren mighty morphin power rangers: the movie
183,Mute Witness (1994),Comedy|Horror|Thriller,3.5,2.0,48787.0,,comedyhorrorthriller mute witness
184,Nadja (1994),Drama,3.5,2.0,34574.0,,drama nadja
185,"Net, The (1995)",Action|Crime|Thriller,3.0401785714285716,112.0,1642.0,computers,"actioncrimethriller net, the computers"
186,Nine Months (1995),Comedy|Romance,2.8229166666666665,48.0,11472.0,,comedyromance nine months
187,Party Girl (1995),Comedy,4.125,4.0,36196.0,,comedy party girl
188,"Prophecy, The (1995)",Fantasy|Horror|Mystery,3.4583333333333335,12.0,11980.0,,"fantasyhorrormystery prophecy, the"
189,Reckless (1995),Comedy|Fantasy,3.0,1.0,58372.0,,comedyfantasy reckless
190,Safe (1995),Thriller,2.8,5.0,32646.0,,thriller safe
191,"Scarlet Letter, The (1995)",Drama|Romance,2.4166666666666665,6.0,10533.0,,"dramaromance scarlet letter, the"
193,Showgirls (1995),Drama,2.4714285714285715,35.0,10802.0,,drama showgirls
194,Smoke (1995),Comedy|Drama,3.6666666666666665,18.0,10149.0,,comedydrama smoke
195,Something to Talk About (1995),Comedy|Drama|Romance,3.1,10.0,18402.0,,comedydramaromance something to talk about
196,Species (1995),Horror|Sci-Fi,2.6666666666666665,45.0,9348.0,,horrorsci-fi species
198,Strange Days (1995),Action|Crime|Drama|Mystery|Sci-Fi|Thriller,3.25,28.0,281.0,,actioncrimedramamysterysci-fithriller strange days
199,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)",Drama|Musical|Romance,4.125,4.0,5967.0,made me cry,"dramamusicalromance umbrellas of cherbourg, the (parapluies de cherbourg, les) made me cry"
201,Three Wishes (1995),Drama|Fantasy,3.0,1.0,47939.0,,dramafantasy three wishes
202,Total Eclipse (1995),Drama|Romance,3.0,1.0,36834.0,,dramaromance total eclipse
203,"To Wong Foo, Thanks for Everything! Julie Newmar (1995)",Comedy,3.4318181818181817,22.0,9090.0,,"comedy to wong foo, thanks for everything! julie newmar"
204,Under Siege 2: Dark Territory (1995),Action,2.716666666666667,30.0,3512.0,,action under siege 2: dark territory
205,Unstrung Heroes (1995),Comedy|Drama,3.1666666666666665,9.0,52856.0,,comedydrama unstrung heroes
206,Unzipped (1995),Documentary,3.0,2.0,77350.0,,documentary unzipped
207,"Walk in the Clouds, A (1995)",Drama|Romance,3.4285714285714284,21.0,9560.0,,"dramaromance walk in the clouds, a"
208,Waterworld (1995),Action|Adventure|Sci-Fi,2.9130434782608696,115.0,9804.0,,actionadventuresci-fi waterworld
209,White Man's Burden (1995),Drama,3.1666666666666665,3.0,31611.0,,drama white man's burden
210,Wild Bill (1995),Western,3.0,4.0,65796.0,,western wild bill
211,"Browning Version, The (1994)",Drama,3.5,2.0,49805.0,,"drama browning version, the"
212,Bushwhacked (1995),Adventure|Comedy|Crime|Mystery,3.0,3.0,26258.0,,adventurecomedycrimemystery bushwhacked
213,Burnt by the Sun (Utomlyonnye solntsem) (1994),Drama,3.8333333333333335,6.0,50797.0,,drama burnt by the sun (utomlyonnye solntsem)
214,Before the Rain (Pred dozhdot) (1994),Drama|War,4.0,2.0,19155.0,,dramawar before the rain (pred dozhdot)
215,Before Sunrise (1995),Drama|Romance,4.041666666666667,24.0,76.0,generation x,dramaromance before sunrise generation x
216,Billy Madison (1995),Comedy,3.326530612244898,49.0,11017.0,school adam sandler stop looking at me swan,comedy billy madison school adam sandler stop looking at me swan
217,"Babysitter, The (1995)",Drama|Thriller,2.3333333333333335,6.0,37141.0,,"dramathriller babysitter, the"
218,Boys on the Side (1995),Comedy|Drama,3.4285714285714284,14.0,9382.0,,comedydrama boys on the side
219,"Cure, The (1995)",Drama,3.0,1.0,6715.0,,"drama cure, the"
220,Castle Freak (1995),Horror,3.0,1.0,18256.0,,horror castle freak
222,Circle of Friends (1995),Drama|Romance,3.75,16.0,22625.0,ireland,dramaromance circle of friends ireland
223,Clerks (1994),Comedy,3.855769230769231,104.0,2292.0,cynical hilarious independent film quirky witty generation x,comedy clerks cynical hilarious independent film quirky witty generation x
224,Don Juan DeMarco (1995),Comedy|Drama|Romance,3.6125,40.0,1909.0,mental illness psychology,comedydramaromance don juan demarco mental illness psychology
225,Disclosure (1994),Drama|Thriller,3.5384615384615383,52.0,8984.0,,dramathriller disclosure
227,Drop Zone (1994),Action|Thriller,2.8636363636363638,22.0,4954.0,,actionthriller drop zone
228,Destiny Turns on the Radio (1995),Comedy,2.3333333333333335,3.0,62488.0,,comedy destiny turns on the radio
229,Death and the Maiden (1994),Drama|Thriller,3.4285714285714284,7.0,10531.0,,dramathriller death and the maiden
230,Dolores Claiborne (1995),Drama|Thriller,3.3958333333333335,24.0,11929.0,stephen king,dramathriller dolores claiborne stephen king
231,Dumb & Dumber (Dumb and Dumber) (1994),Adventure|Comedy,3.0601503759398496,133.0,8467.0,,adventurecomedy dumb & dumber (dumb and dumber)
232,Eat Drink Man Woman (Yin shi nan nu) (1994),Comedy|Drama|Romance,3.892857142857143,14.0,10451.0,in netflix queue,comedydramaromance eat drink man woman (yin shi nan nu) in netflix queue
233,Exotica (1994),Drama,3.5,12.0,20156.0,,drama exotica
234,Exit to Eden (1994),Comedy,2.588235294117647,17.0,18395.0,,comedy exit to eden
235,Ed Wood (1994),Comedy|Drama,3.6785714285714284,70.0,522.0,movie business,comedydrama ed wood movie business
236,French Kiss (1995),Action|Comedy|Romance,3.477777777777778,45.0,397.0,,actioncomedyromance french kiss
237,Forget Paris (1995),Comedy|Romance,3.340909090909091,22.0,10525.0,basketball france infertility,comedyromance forget paris basketball france infertility
238,Far From Home: The Adventures of Yellow Dog (1995),Adventure|Children,4.0,2.0,27985.0,,adventurechildren far from home: the adventures of yellow dog
239,"Goofy Movie, A (1995)",Animation|Children|Comedy|Romance,3.0,17.0,15789.0,,"animationchildrencomedyromance goofy movie, a"
240,Hideaway (1995),Thriller,2.375,4.0,27303.0,,thriller hideaway
241,Fluke (1995),Children|Drama,4.0,1.0,21183.0,,childrendrama fluke
242,Farinelli: il castrato (1994),Drama|Musical,3.6,5.0,10954.0,,dramamusical farinelli: il castrato
243,Gordy (1995),Children|Comedy|Fantasy,3.0,1.0,47867.0,,childrencomedyfantasy gordy
246,Hoop Dreams (1994),Documentary,4.293103448275862,29.0,14275.0,basketball,documentary hoop dreams basketball
247,Heavenly Creatures (1994),Crime|Drama,3.9285714285714284,21.0,1024.0,australia,crimedrama heavenly creatures australia
248,Houseguest (1994),Comedy,3.176470588235294,17.0,17207.0,bad sinbad,comedy houseguest bad sinbad
249,Immortal Beloved (1994),Drama|Romance,3.7222222222222223,18.0,13701.0,beethoven,dramaromance immortal beloved beethoven
250,Heavyweights (Heavy Weights) (1995),Children|Comedy,2.5,6.0,14819.0,,childrencomedy heavyweights (heavy weights)
251,"Hunted, The (1995)",Action,3.0,3.0,32631.0,,"action hunted, the"
252,I.Q. (1994),Comedy|Romance,3.453488372093023,43.0,11777.0,einstein,comedyromance i.q. einstein
253,Interview with the Vampire: The Vampire Chronicles (1994),Drama|Horror,3.458715596330275,109.0,628.0,,dramahorror interview with the vampire: the vampire chronicles
254,Jefferson in Paris (1995),Drama,3.0,1.0,87729.0,,drama jefferson in paris
255,"Jerky Boys, The (1995)",Comedy,2.0714285714285716,7.0,18713.0,,"comedy jerky boys, the"
256,Junior (1994),Comedy|Sci-Fi,2.8285714285714287,35.0,6280.0,,comedysci-fi junior
257,Just Cause (1995),Mystery|Thriller,3.5,14.0,9061.0,court,mysterythriller just cause court
258,"Kid in King Arthur's Court, A (1995)",Adventure|Children|Comedy|Fantasy|Romance,2.6,10.0,37108.0,,"adventurechildrencomedyfantasyromance kid in king arthur's court, a"
259,Kiss of Death (1995),Crime|Drama|Thriller,3.2,5.0,6071.0,,crimedramathriller kiss of death
260,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Sci-Fi,4.231075697211155,251.0,11.0,classic space action action sci-fi epic great soundtrack classic sci-fi engrossing adventure nerd space epic oldie but goodie star wars robots and androids space space adventure darth vader luke skywalker space opera,actionadventuresci-fi star wars: episode iv - a new hope classic space action action sci-fi epic great soundtrack classic sci-fi engrossing adventure nerd space epic oldie but goodie star wars robots and androids space space adventure darth vader luke skywalker space opera
261,Little Women (1994),Drama,3.880952380952381,42.0,9587.0,louisa may alcott,drama little women louisa may alcott
262,"Little Princess, A (1995)",Children|Drama,3.9047619047619047,21.0,19101.0,england girl power india,"childrendrama little princess, a england girl power india"
263,Ladybird Ladybird (1994),Drama,4.0,1.0,49980.0,,drama ladybird ladybird
265,Like Water for Chocolate (Como agua para chocolate) (1992),Drama|Fantasy|Romance,3.9393939393939394,33.0,18183.0,,dramafantasyromance like water for chocolate (como agua para chocolate)
266,Legends of the Fall (1994),Drama|Romance|War|Western,3.3970588235294117,68.0,4476.0,,dramaromancewarwestern legends of the fall
267,Major Payne (1995),Comedy,2.9411764705882355,17.0,11008.0,,comedy major payne
269,My Crazy Life (Mi vida loca) (1993),Drama,3.0,2.0,32325.0,,drama my crazy life (mi vida loca)
270,Love Affair (1994),Drama|Romance,3.4,5.0,43742.0,,dramaromance love affair
271,Losing Isaiah (1995),Drama,3.5,4.0,28313.0,,drama losing isaiah
272,"Madness of King George, The (1994)",Comedy|Drama,3.7580645161290325,31.0,11318.0,england mental illness,"comedydrama madness of king george, the england mental illness"
